"code","source","value","note","unit","sector","owner","nuts_level","code_label","measure_type_eustat_flag","potential_definition"
"DE143","livestock.effluents",0.232230377833747,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE144","livestock.effluents",0.0301039378673375,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE145","livestock.effluents",0.343792029930351,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE146","livestock.effluents",0.356693717587781,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE147","livestock.effluents",0.16822788808218,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE148","livestock.effluents",0.412601030769979,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE149","livestock.effluents",0.304581018422474,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE211","livestock.effluents",0.041515867362396,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE212","livestock.effluents",0.0970784567647004,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE213","livestock.effluents",0.0115495270105914,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE214","livestock.effluents",0.177612996460175,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE215","livestock.effluents",0.262205478078291,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE216","livestock.effluents",0.346797959696406,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE217","livestock.effluents",0.180734490246822,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE218","livestock.effluents",0.171370008886883,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE219","livestock.effluents",0.378949345698863,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21A","livestock.effluents",0.271882108816894,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21B","livestock.effluents",0.249719502931705,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21C","livestock.effluents",0.135784979719115,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21D","livestock.effluents",0.315895171208607,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21E","livestock.effluents",0.250968100446364,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21F","livestock.effluents",0.270321361923571,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21G","livestock.effluents",0.251280249825028,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21H","livestock.effluents",0.207267187433315,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21I","livestock.effluents",0.230990540211827,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21J","livestock.effluents",0.237545677163785,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21K","livestock.effluents",0.449807254655734,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21L","livestock.effluents",0.15232889678834,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21M","livestock.effluents",0.47914929625021,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE21N","livestock.effluents",0.301536299790034,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE221","livestock.effluents",0.0218359804904128,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE222","livestock.effluents",0.0231593732474075,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE223","livestock.effluents",0.0224976768689101,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE224","livestock.effluents",0.284860290943112,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE225","livestock.effluents",0.325554618220699,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE226","livestock.effluents",0.352684169739091,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE227","livestock.effluents",0.445983359107218,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE228","livestock.effluents",0.506197729550478,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE229","livestock.effluents",0.322576984517461,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE22A","livestock.effluents",0.423816530427557,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE22B","livestock.effluents",0.397679523476911,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE22C","livestock.effluents",0.290484710160339,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE231","livestock.effluents",0.0134727104734241,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE232","livestock.effluents",0.021825790966947,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE233","livestock.effluents",0.0191312488722622,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE234","livestock.effluents",0.338434487092412,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE235","livestock.effluents",0.409570398392091,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE236","livestock.effluents",0.362146457525639,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE237","livestock.effluents",0.384780611120991,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE238","livestock.effluents",0.375080259580126,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE239","livestock.effluents",0.394480962661857,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE23A","livestock.effluents",0.292088363063834,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE241","livestock.effluents",0.0127544080271753,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE242","livestock.effluents",0.0155371879603772,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE243","livestock.effluents",0.0111311197328076,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE244","livestock.effluents",0.0134501030104758,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE245","livestock.effluents",0.270857246831651,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE246","livestock.effluents",0.295438469574934,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DE247","livestock.effluents",0.136588115054659,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
